id,phrase,meaning,category,level,example
2449,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'hit different'!"
2450,fire,fire 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'fire'!"
2451,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'highkey'!"
2452,bail on someone,bail on someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'bail on someone'!"
2453,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'woke'!"
2454,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'big yikes'!"
2455,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'get roasted'!"
2456,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'sus'!"
2457,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'sus'!"
2458,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'read someone'!"
2459,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'shook'!"
2460,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'snatched'!"
2461,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'woke'!"
2462,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'highkey'!"
2463,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'get roasted'!"
2464,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'sus'!"
2465,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'highkey'!"
2466,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'bet'!"
2467,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'thirst trap'!"
2468,lowkey,lowkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'lowkey'!"
2469,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'periodt'!"
2470,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'get roasted'!"
2471,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'stan'!"
2472,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'snatched'!"
2473,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'throw shade'!"
2474,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'thirst trap'!"
2475,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'savage'!"
2476,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'soft launch'!"
2477,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'vibe check'!"
2478,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'sus'!"
2479,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'ghost someone'!"
2480,bail on someone,bail on someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'bail on someone'!"
2481,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'highkey'!"
2482,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'big yikes'!"
2483,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'stan'!"
2484,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'woke'!"
2485,flex,flex 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'flex'!"
2486,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'soft launch'!"
2487,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'get roasted'!"
2488,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'on point'!"
2489,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'thirst trap'!"
2490,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'cap'!"
2491,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'hard launch'!"
2492,drag someone,drag someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'drag someone'!"
2493,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'shook'!"
2494,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'highkey'!"
2495,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'simp'!"
2496,slaps,slaps 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'slaps'!"
2497,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'curve someone'!"
2498,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'throw shade'!"
2499,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'we move'!"
2500,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'get roasted'!"
2501,dead,dead 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'dead'!"
2502,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'extra'!"
2503,main character,main character 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'main character'!"
2504,clap back,clap back 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'clap back'!"
2505,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,고급,"I heard that and I was like, 'cheugy'!"
2506,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'bet'!"
2507,flex,flex 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'flex'!"
2508,slaps,slaps 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'slaps'!"
2509,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'woke'!"
2510,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'hit different'!"
2511,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'extra'!"
2512,clap back,clap back 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'clap back'!"
2513,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'throw shade'!"
2514,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'snatched'!"
2515,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,초급,"I heard that and I was like, 'cap'!"
2516,dead,dead 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'dead'!"
2517,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'deep cut'!"
2518,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'highkey'!"
2519,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'stan'!"
2520,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'soft launch'!"
2521,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'highkey'!"
2522,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'cap'!"
2523,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'simp'!"
2524,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'spill the tea'!"
2525,stan,stan 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'stan'!"
2526,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'highkey'!"
2527,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'hit different'!"
2528,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'get roasted'!"
2529,salty,salty 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'salty'!"
2530,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'read someone'!"
2531,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'woke'!"
2532,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'deep cut'!"
2533,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'read someone'!"
2534,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'periodt'!"
2535,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'ghost someone'!"
2536,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'big yikes'!"
2537,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'bet'!"
2538,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'sus'!"
2539,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'simp'!"
2540,clap back,clap back 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'clap back'!"
2541,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'simp'!"
2542,drag someone,drag someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'drag someone'!"
2543,main character,main character 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'main character'!"
2544,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'spill the tea'!"
2545,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'vibe check'!"
2546,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'bet'!"
2547,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'thirst trap'!"
2548,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'big yikes'!"
